,0
0,71.69143930942437
1,0.0009285242654341211
2,6.934397760424733
3,5.791026972808503
4,9.840323593243456
5,5.281461342748641
6,11.40815953033718
7,0.01738557420116169
8,3.481965995378238e-05
9,76.27914143858558
10,9.019269510379253
11,6.934397760424733
12,0.03163372346883379
13,7.748638164410697
14,0.12680276048112404
15,10.745828501822288
16,0.11841620743073364
17,0.1445369713396641
18,81.15060386413919
19,21.313997814091113
20,10.96442720369759
21,0.3870758481024882
22,7.130553743531404
23,8.379348766521332
24,9.609375105274864
25,6.988058175071149
26,0.0007989954004829271
27,62.50284635906953
28,16.182192562455036
29,26.270390727472268
30,0.5470354892355267
31,0.45013008578763547
32,8.220535307060647
33,0.12266678517916603
34,6.988058175071149
35,0.31491791470332203
36,71.69143930942437
37,10.053379828326179
38,53.02749266454237
39,0.3404588973258494
40,0.25691815444713045
41,10.005960946359114
42,12.559914544661241
43,6.548989034034638
44,9.13177838750456
45,59.44255822038874
46,9.019269510379253
47,37.0432436694047
48,6.967444781743948
49,0.04387350846578306
50,0.17027157169811089
51,13.79131542339905
52,0.008088478045559669
53,7.2850151117466755
54,62.50284635906953
55,14.354728263490374
56,40.096483988114876
57,14.008967319634593
58,0.005556938663953367
59,0.018839075378683876
60,11.694959464012825
61,10.17222033852935
62,8.504460846735528
63,52.37808668744507
64,10.882485182914365
65,37.6372152525586
66,16.568220381275573
67,8.294519809347161
68,0.12702211951138986
69,2.0116780414693367
70,7.592898333857527
71,0.06441794361819536
72,28.585535829702543
73,14.354728263490374
74,37.0432436694047
75,15.803167085984898
76,20.37884093841333
77,0.12702211951138986
78,0.29491606517706137
79,8.379348766521332
80,11.182292377869082
81,30.056684195632688
82,11.169482239064921
83,32.047705513370744
84,11.461935691170728
85,16.568220381275573
86,9.526392637493917
87,0.6341241977952975
88,0.49349726570544183
89,9.840323593243456
90,3.481965995378238e-05
91,0.8237145715172487
92,33.645212223864945
93,25.415804089876286
94,16.961373390557938
95,14.008967319634593
96,22.705587091769853
97,0.04387350846578306
98,6.8309673159458555
99,0.011523224217182812
100,0.1445369713396641
101,20.986105940448006
102,12.372924052994954
103,10.324517448261915
104,15.803167085984898
105,58.97119855287773
106,0.5470354892355267
107,0.07430392079463682
108,9.13177838750456
109,0.6881061963153019
110,6.483926213271705
111,12.063565711634384
112,18.60779728097453
113,14.706917872990465
114,58.20906391822215
115,0.25691815444713045
116,0.005432451933712937
117,10.092758692770557
118,0.04295221945436564
119,5.206930041561704
120,10.60085836909871
121,16.568220381275573
122,13.669527896995705
123,61.313112913200555
124,11.461935691170728
125,0.2397057841613462
126,8.349395998257977
127,6.404388529925011
128,8.649556351310268
129,0.20513481411532072
130,13.669527896995705
131,16.568220381275573
132,81.37771567690336
133,21.313997814091113
134,3.481965995378238e-05
135,0.0356228054910903
136,6.404388529925011
137,3.2899219185801596
138,0.36109276989105293
139,12.063565711634384
140,19.477175185329685
141,52.427286233080224
142,16.568220381275573
143,8.651835182493397
144,8.860152704646051
145,6.840838653317557
146,0.08932559160816532
147,0.36109276989105293
148,0.20513481411532072
149,11.759933545618159
150,55.2496937597194
151,14.008967319634593
152,19.52586438439715
153,11.52352860175472
154,0.03274595576097715
155,0.0291417737511748
156,0.11434066401027712
157,0.31763455160719045
158,11.461935691170728
159,75.35235573885603
160,6.559432729986934
161,17.108425926427053
162,11.352636750990428
163,7.2838415279049045
164,0.0035514898271928113
165,6.694477396466923
166,0.09501999794337794
167,0.20513481411532072
168,65.40934468407951
169,13.00919681177192
170,20.831734326794994
171,0.06042695433504517
172,5.361896151059244
173,3.5293229280079776
174,6.260691192040167
175,0.0007989954004829271
176,0.4572566348038329
177,57.45596883035853
178,15.065645727662892
179,9.616349921770704
180,23.566076942497038
181,6.978113088628112
182,11.352636750990428
183,5.281461342748641
184,7.136121657312645
185,0.02432590568399868
186,0.2905804636180476
187,11.759933545618159
188,54.30528064929191
189,25.832224841606504
190,0.0001437714991639782
191,10.17222033852935
192,0.21480040765355102
193,7.585237512786235
194,0.1712021883695708
195,0.3610102344007924
196,7.834475690218434
